0.037472935496650914,Summerlin South:NV
0.028711872483384342,Henderson:NV
0.01686794390221311,N. Las Vegas:NV
0.02579350921349697,Enterprise:NV
0.02384907113568706,Paradise:NV
0.007142857142857144,Nellis Afb:NV
0.026856689974806846,Las Vegas:NV
0.03048704038577456,Clark County:NV
0.018926328185254585,N Las Vegas:NV
0.030560949861565004,Summerlin:NV
0.022425546057583526,North Las Vegas:NV
0.00890124413034625,Nellis AFB:NV
0.036912767898683384,Las Vegas :NV
0.02918055771967874,Boulder City:NV
0.016595041030223967,Spring Valley:NV
0.026617924048007738,Green Valley:NV
0.02717653618919162,NELLIS AFB:NV
